"AccountID","ServiceType","ServiceName","DataAllowance_MB","VoiceAllowance_Minutes","SMSAllowance_N_Messages","DataUsage_PCT","DataUsage_PCT_PM","DataUsage_PCT_PPM","VoiceUsage_PCT","VoiceUsage_PCT_PM","VoiceUsage_PCT_PPM","SMSUsage_PCT","SMSUsage_PCT_PM","SMSUsage_PCT_PPM","Revenue_Month","Revenue_Month_PM","Revenue_Month_PPM","Revenue_Month_PPPM","ServiceFailureRate_PCT","ServiceFailureRate_PCT_PM","ServiceFailureRate_PCT_PPM","CustomerLifetimeValue_USD","CustomerLifetimeValue_USD_PM","CustomerLifetimeValue_USD_PPM","Device_Lifetime","Device_Lifetime_PM","Device_Lifetime_PPM","ContractActivityLABEL","ContractActivity","ChurnMonth"
"2001061","Standard Service Plan","Voice Standard","1024","500","300","72.42","71.76",,"14.69","60.93",,"98","80.47",,"50","50","50",,"0.45","0.98",,"1428","701",,"18","11",,"Churned","1","11"
"2000902","Standard Service Plan","Voice Standard","1024","500","300","83.53",,,"92.1",,,"82",,,"50","50",,,"0",,,"244",,,"3",,,"Churned","1","10"
"2001400","Standard Service Plan","Voice Standard","1024","500","300","85.02","84.71","91.91","107.57","70.36","52.24","54.59","91.81","47.98","50","70","50","50","0.55","0.21","1.29","268","496","937","13","15","10","Churned","1","12"
"2000942","Standard Service Plan","Voice Standard","1024","500","300","107.13","82.01","80.94","58.23","99.67","79.46","82.09","101.47","79.01","50","70","60","50","1.46","0.38","0.14","629","1411","884","13","14","8","Churned","1","12"
"2000302","Premium Service Plan","Voice Premium","300","1000","300","213.98","40.52","81.11","98.13","38.96","35.2","4.78","80.78","56.35","55","75","55","55","1.61","0.63","1.59","1322","366","1067","15","11","11","Churned","1","12"
"2000859","Standard Service Plan","Voice Standard","1024","500","300","67.7",,,"92.32",,,"6",,,"50","50",,,"1.32",,,"668",,,"18",,,"Churned","1","10"
"2001904","Standard Service Plan","Voice Standard","1024","500","300","57.9",,,"6.45",,,"84.95",,,"50",,,,"0.06",,,"1053",,,"14",,,"Churned","1","12"
"2000271","Premium Service Plan","Voice Premium","300","1000","300","76.87","55.79",,"3.27","84.98",,"129.9","89.31",,"55","65","55",,"0.5","0.53",,"598","695",,"14","11",,"Churned","1","11"
"2000976","Standard Service Plan","Voice Standard","1024","500","300","75.12","62.94","69.47","77.68","56.34","67.72","56.42","77.34","75.02","50","50","50","50","1.68","0.78","1.13","1853","992","973","10","9","16","Churned","1","12"
"2001199","Standard Service Plan","Voice Standard","1024","500","300","53.66","67.41",,"64.84","75.18",,"8.32","68.09",,"50","50","50",,"1.29","2.1",,"114","828",,"8","10",,"Churned","1","11"
"2000056","Premium Service Plan","Data Premium","10240","150","300","79.91",,,"81.05",,,"63.9",,,"70","70",,,"0",,,"218",,,"16",,,"Churned","1","10"
"2001146","Standard Service Plan","Voice Standard","1024","500","300","91.31","46.77",,"47.55","40.52",,"4.76","74.32",,"50","50","50",,"0.79","0.65",,"305","1308",,"9","15",,"Churned","1","11"
"2000711","Standard Service Plan","Data Standard","3072","300","300","101.34",,,"4.51",,,"101.71",,,"55","95",,,"1.77",,,"173",,,"14",,,"Churned","1","10"
"2000540","Standard Service Plan","Data Standard","3072","300","300","55.24","84.71","75.59","5.73","53.17","63.17","112.46","65.39","69.4","55","65","55","55","1.51","1.02","1.55","812","452","856","10","14","13","Churned","1","12"
"2001541","Premium Service Plan","Data Premium","10240","150","300","33.79","92.88",,"62.68","35.47",,"62.93","38.35",,"70","70",,,"1.51","1.21",,"1494","1137",,"12","9",,"Churned","1","12"
"2000262","Premium Service Plan","Voice Premium","300","1000","300","9.41",,,"78.47",,,"93.01",,,"55","65",,,"1.95",,,"2128",,,"8",,,"Churned","1","10"
"2000192","Premium Service Plan","Voice Premium","300","1000","300","8.06",,,"98.41",,,"79.59",,,"55","55",,,"2.93",,,"732",,,"12",,,"Churned","1","10"
"2001085","Standard Service Plan","Voice Standard","1024","500","300","50.28","82.55",,"35.37","80.83",,"101.46","81.59",,"50","60","50",,"1.69","0.41",,"1007","1306",,"10","10",,"Churned","1","11"
"2000066","Premium Service Plan","Data Premium","10240","150","300","98.73","59.66",,"199.7","95.38",,"68.12","24.34",,"70","80","70",,"0.34","0",,"831","910",,"8","15",,"Churned","1","11"
"2000367","Premium Service Plan","Text Premium","300","150","1000","91.51","90.96","96.64","8.45","80.09","93.6","55.97","52.38","67","40","40","40","40","1.34","1.92","1.75","1397","929","1054","16","14","5","Churned","1","12"
"2001269","Standard Service Plan","Voice Standard","1024","500","300","211.63","85.6","74.02","111.85","24.43","86.51","5.48","65.59","55.78","50","110","50","50","1.17","0.94","1.55","1003","728","1251","13","8","13","Churned","1","12"
"2000230","Premium Service Plan","Voice Premium","300","1000","300","75.68","88.68","67.7","2.32","69.42","83.87","62.42","78.37","87.79","55","55","55","55","1.51","1.78","0","1172","1086","1549","11","10","17","Churned","1","12"
"2000520","Standard Service Plan","Data Standard","3072","300","300","77.83","73.74",,"93.93","60.27",,"100.62","80.18",,"55","65","55",,"0.78","0",,"2031","733",,"9","9",,"Churned","1","11"
"2000526","Standard Service Plan","Data Standard","3072","300","300","100.04","63.56","78.28","154.5","52.86","76.83","6.1","54.86","65.37","55","100","55","55","1.39","0.71","0.79","294","853","542","16","7","12","Churned","1","12"
"2000763","Standard Service Plan","Data Standard","3072","300","300","59.07","65.5",,"114.51","86.52",,"6.1","89.61",,"55","70","55",,"1.24","0",,"1264","739",,"12","13",,"Churned","1","11"
"2000075","Premium Service Plan","Data Premium","10240","150","300","65.01","86.81",,"28.01","85.52",,"82.67","55.18",,"70","70","70",,"1.26","0.58",,"137","835",,"10","20",,"Churned","1","11"
"2001071","Standard Service Plan","Voice Standard","1024","500","300","5.56","75.33",,"167.53","71.57",,"80.35","71.19",,"50","70","50",,"0.48","0.31",,"890","993",,"13","12",,"Churned","1","11"
"2001040","Standard Service Plan","Voice Standard","1024","500","300","50.68","60.7",,"120.45","74.54",,"60.37","78.66",,"50","70","50",,"1.3","1.25",,"1352","1302",,"13","13",,"Churned","1","11"
"2000890","Standard Service Plan","Voice Standard","1024","500","300","106.04","78.24",,"2.01","77.66",,"56.47","83.78",,"50","70","50",,"0.85","1.81",,"503","608",,"13","10",,"Churned","1","11"
"2001410","Standard Service Plan","Voice Standard","1024","500","300","24.94","77.68",,"45.74","24.01",,"9.04","66.21",,"50","50","50",,"1.65","1.17",,"1130","1288",,"17","11",,"Churned","1","11"
"2001451","Standard Service Plan","Voice Standard","1024","500","300","102.04","77.03","83.22","80.84","62.49","72.37","80.55","57","99.1","50","70","50","50","1.05","0.35","1.46","799","610","1228","11","18","14","Churned","1","12"
"2000904","Standard Service Plan","Voice Standard","1024","500","300","120.11","48.01",,"10.65","82.98",,"80.8","65.03",,"50","70","50",,"1.8","0.18",,"105","1333",,"8","12",,"Churned","1","11"
"2000500","Standard Service Plan","Data Standard","3072","300","300","36.41",,,"157",,,"5",,,"55","70",,,"0.52",,,"179",,,"14",,,"Churned","1","10"
"2000707","Standard Service Plan","Data Standard","3072","300","300","10.19",,,"94.73",,,"65.14",,,"55","85",,,"0.31",,,"781",,,"13",,,"Churned","1","10"
"2000929","Standard Service Plan","Voice Standard","1024","500","300","98.74","83.44","74.29","34.58","53.68","76.36","58.97","33.8","89.12","50","50","50","50","1.94","1.35","1.6","1577","332","622","11","7","13","Churned","1","12"
"2000447","Standard Service Plan","Data Standard","3072","300","300","145.94",,,"159.11",,,"78.45",,,"55","100",,,"2.16",,,"1622",,,"14",,,"Churned","1","10"
"2000124","Premium Service Plan","Voice Premium","300","1000","300","180.55","82.44",,"92.91","29.49",,"71.55","89.6",,"55","65","55",,"1.05","0.45",,"1896","796",,"7","10",,"Churned","1","11"
"2001190","Standard Service Plan","Voice Standard","1024","500","300","53.96","61.35","89.13","102.83","59.26","68.16","8.16","90.12","58.03","50","70","50","50","0.87","0.91","0.14","854","1274","1582","6","13","14","Churned","1","12"
"2001415","Standard Service Plan","Voice Standard","1024","500","300","40.49",,,"2.14",,,"99.38",,,"50","50",,,"0.77",,,"797",,,"9",,,"Churned","1","10"
"2000663","Standard Service Plan","Data Standard","3072","300","300","83.86","86.44",,"118.27","45.49",,"5.02","88.8",,"55","70","55",,"0.42","1.76",,"866","1056",,"14","16",,"Churned","1","11"
"2001252","Standard Service Plan","Voice Standard","1024","500","300","52.51",,,"93.57",,,"98.32",,,"50","50",,,"2.54",,,"845",,,"13",,,"Churned","1","10"
"2000821","Standard Service Plan","Data Standard","3072","300","300","110.35","91.72","67.49","65.55","72.96","55.86","3.95","73.46","101.85","55","85","55","65","1.08","0.85","0","1056","694","1686","9","22","6","Churned","1","12"
"2000016","Premium Service Plan","Data Premium","10240","150","300","60.33","49.7","84.97","3.5","66.53","76.01","54.94","59.83","45.56","70","70","70","70","0.62","0.81","0","1119","1767","1632","19","17","14","Churned","1","12"
"2001362","Standard Service Plan","Voice Standard","1024","500","300","199.01","87.21","63.07","50.66","42.79","43.47","47.97","68.43","64.48","50","70","50","50","1.22","1.06","1.12","612","1378","1621","12","14","18","Churned","1","12"
"2000157","Premium Service Plan","Voice Premium","300","1000","300","8.29","90.46",,"163.24","87.85",,"86.78","88.2",,"55","85","55",,"1","1.18",,"980","647",,"14","7",,"Churned","1","11"
"2001091","Standard Service Plan","Voice Standard","1024","500","300","3.96","24.29","73.88","47.81","73.98","64.1","35.72","64.94","79.31","50","50","50","50","1.24","1.02","0.52","382","658","517","13","13","12","Churned","1","12"
"2001019","Standard Service Plan","Voice Standard","1024","500","300","82.69","93.08","76.92","52.39","82.89","79.54","40.43","49.64","67.86","50","50","50","50","1.24","1.55","2.57","1105","643","299","10","15","11","Churned","1","12"
"2001459","Standard Service Plan","Voice Standard","1024","500","300","143.07","82.81",,"78.5","47.01",,"61.23","76.58",,"50","70","50",,"0.73","0.24",,"2035","905",,"14","12",,"Churned","1","11"
"2000319","Premium Service Plan","Voice Premium","300","1000","300","198.09","40.11",,"60.67","68.54",,"50.08","79.52",,"55","65","55",,"0.97","0.59",,"730","1159",,"16","11",,"Churned","1","11"
"2000306","Premium Service Plan","Voice Premium","300","1000","300","97.52","80.97","94.44","27.44","66.79","76.62","93.99","79.68","54.33","55","55","55","55","1.25","0.98","1.76","252","732","299","5","8","16","Churned","1","12"
"2001267","Standard Service Plan","Voice Standard","1024","500","300","105.84","64.9",,"33.39","74.31",,"83.42","85.34",,"50","70","50",,"1.31","1.88",,"1533","899",,"10","13",,"Churned","1","11"
"2000202","Premium Service Plan","Voice Premium","300","1000","300","79.21",,,"4.01",,,"78.5",,,"55","55",,,"0.04",,,"879",,,"7",,,"Churned","1","10"
"2000575","Standard Service Plan","Data Standard","3072","300","300","17.77","6.74","85.42","165.72","86.33","63.06","86.49","87.16","78.97","55","70","55","55","2.11","2.57","2.81","1209","799","851","12","12","14","Churned","1","12"
"2001457","Standard Service Plan","Voice Standard","1024","500","300","206.58",,,"81.09",,,"98.24",,,"50","90",,,"0.72",,,"669",,,"12",,,"Churned","1","10"
"2000052","Premium Service Plan","Data Premium","10240","150","300","4.01","89.72",,"61.71","91.46",,"113.98","37.57",,"70","70","70",,"0.6","0.59",,"1544","1330",,"13","8",,"Churned","1","11"
"2000463","Standard Service Plan","Data Standard","3072","300","300","92.98","69.06","53.47","59.71","60.32","73.02","86.79","70.7","73.47","55","55","55","55","1.26","1.55","0.86","1365","1256","1925","17","5","13","Churned","1","12"
"2001310","Standard Service Plan","Voice Standard","1024","500","300","209.6","91.16","47.27","53.84","74.31","85.05","7.45","80.77","61.68","50","90","50","50","1.43","1.31","0","1895","1056","436","9","11","11","Churned","1","12"
"2001275","Standard Service Plan","Voice Standard","1024","500","300","71.47",,,"176.35",,,"88.32",,,"50","70",,,"0",,,"426",,,"17",,,"Churned","1","10"
"2001390","Standard Service Plan","Voice Standard","1024","500","300","116.33",,,"56.35",,,"49.77",,,"50","70",,,"0.75",,,"1465",,,"16",,,"Churned","1","10"
"2000260","Premium Service Plan","Voice Premium","300","1000","300","91.12",,,"5.88",,,"86.73",,,"55","55",,,"0",,,"210",,,"17",,,"Churned","1","10"
"2001736","Premium Service Plan","Data Premium","10240","150","300","7.09",,,"115.52",,,"102.2",,,"70",,,,"1.29",,,"1321",,,"9",,,"Churned","1","12"
"2000997","Standard Service Plan","Voice Standard","1024","500","300","105.57","61.82",,"7.74","68.35",,"62.37","84.17",,"50","70","50",,"1.19","1.16",,"220","976",,"12","9",,"Churned","1","11"
"2000117","Premium Service Plan","Voice Premium","300","1000","300","25.93","70.97","24.57","81.59","58.09","85.72","118.41","96.77","95.99","55","65","55","55","0.79","1.3","2.48","591","996","440","17","18","10","Churned","1","12"
"2000541","Standard Service Plan","Data Standard","3072","300","300","108.98","91.48","82.64","71.44","70.42","85.36","52.88","39.32","78.65","55","85","55","55","1.47","0.68","1.29","194","477","636","16","9","13","Churned","1","12"
"2001299","Standard Service Plan","Voice Standard","1024","500","300","6.3",,,"98.7",,,"188.25",,,"50","60",,,"0",,,"1239",,,"19",,,"Churned","1","10"
"2001429","Standard Service Plan","Voice Standard","1024","500","300","100.89",,,"52.32",,,"44.59",,,"50","70",,,"0.49",,,"374",,,"14",,,"Churned","1","10"
"2000753","Standard Service Plan","Data Standard","3072","300","300","99.68","79.98","58.26","89.98","62.71","78.94","101.27","78.48","55.5","55","65","55","55","1.17","0.65","0.5","562","1413","1711","19","15","12","Churned","1","12"
"2001130","Standard Service Plan","Voice Standard","1024","500","300","99.19","76.94",,"32.61","35.95",,"72.55","76.51",,"50","50","50",,"0.87","1.48",,"1496","1109",,"17","11",,"Churned","1","11"
"2000577","Standard Service Plan","Data Standard","3072","300","300","108.09",,,"68.02",,,"64.48",,,"55","85",,,"1.5",,,"882",,,"14",,,"Churned","1","10"
"2001103","Standard Service Plan","Voice Standard","1024","500","300","106.98","95.89","85.73","41.77","52.97","76.85","8.27","78.09","88.57","50","70","50","50","1.32","0.99","0.75","679","774","1148","9","6","8","Churned","1","12"
"2000608","Standard Service Plan","Data Standard","3072","300","300","140.13",,,"135.8",,,"77.3",,,"55","100",,,"2.05",,,"1027",,,"9",,,"Churned","1","10"
"2000857","Standard Service Plan","Data Standard","3072","300","300","110.83",,,"77.67",,,"99.82",,,"50","85",,,"2.36",,,"23",,,"14",,,"Churned","1","10"
"2001203","Standard Service Plan","Voice Standard","1024","500","300","134.67","45.07",,"65.14","74.98",,"67.28","70.51",,"50","70","50",,"0.54","2.62",,"2774","1179",,"17","10",,"Churned","1","11"
"2000010","Premium Service Plan","Data Premium","10240","150","300","2.47",,,"80.46",,,"80.34",,,"70","70",,,"2",,,"1870",,,"8",,,"Churned","1","10"
"2000024","Premium Service Plan","Data Premium","10240","150","300","3.53","79.89",,"97.05","97.75",,"28.7","52.77",,"70","70","70",,"0.42","0.99",,"754","1355",,"13","19",,"Churned","1","11"
"2000264","Premium Service Plan","Voice Premium","300","1000","300","148.39",,,"104.39",,,"9.38",,,"55","95",,,"2.1",,,"1031",,,"11",,,"Churned","1","10"
"2000485","Standard Service Plan","Data Standard","3072","300","300","141.8","87.15",,"67.12","72.47",,"126.43","81.02",,"55","95","55",,"0.84","0.97",,"924","722",,"14","12",,"Churned","1","11"
"2000416","Standard Service Plan","Data Standard","3072","300","300","112.04","81.29","85.28","70.37","76.55","86.58","41.96","63.4","88.11","55","85","55","55","0.77","0","1.57","1540","1175","1610","10","9","9","Churned","1","12"
"2001642","Premium Service Plan","Data Premium","10240","150","300","109.04","70.57",,"183.96","84.56",,"2.68","55.52",,"70","130",,,"1.23","1.05",,"42","1305",,"8","10",,"Churned","1","12"
"2000700","Standard Service Plan","Data Standard","3072","300","300","71.86","85.56",,"99.53","34.3",,"1.48","82.77",,"55","55","55",,"1.52","1.37",,"1158","1409",,"6","13",,"Churned","1","11"
"2001524","Standard Service Plan","Voice Standard","1024","500","300","100.77","95.99","88.81","90.58","99.35","25.69","9.54","95.58","65.96","50","70","50","50","0.9","0.14","1.38","100","977","1084","19","7","12","Churned","1","12"
"2000388","Standard Service Plan","Data Standard","3072","300","300","72.77",,,"2.94",,,"77.74",,,"55","55",,,"0.9",,,"447",,,"18",,,"Churned","1","10"
"2001372","Standard Service Plan","Voice Standard","1024","500","300","70",,,"68.84",,,"27.67",,,"50","50",,,"1.24",,,"1113",,,"12",,,"Churned","1","10"
"2000820","Standard Service Plan","Data Standard","3072","300","300","102.17",,,"70.04",,,"111.47",,,"50","95",,,"0",,,"1549",,,"10",,,"Churned","1","10"
"2001391","Standard Service Plan","Voice Standard","1024","500","300","102.57","84.32","58.96","9.41","79.65","33.55","61.68","28.09","83.68","50","70","50","50","0.63","0.2","1.66","872","862","1649","10","11","17","Churned","1","12"
"2000548","Standard Service Plan","Data Standard","3072","300","300","56.11","86.14",,"98.88","73.82",,"116.37","83.75",,"55","65","55",,"1.77","2.32",,"87","253",,"7","18",,"Churned","1","11"
"2001074","Standard Service Plan","Voice Standard","1024","500","300","74.33","69.26",,"107.28","82.07",,"8.41","80.81",,"50","70","50",,"2.01","0.24",,"1616","361",,"8","13",,"Churned","1","11"
"2001355","Standard Service Plan","Voice Standard","1024","500","300","66.33",,,"20.57",,,"6.65",,,"70","50",,,"0.55",,,"452",,,"17",,,"Churned","1","10"
"2001682","Standard Service Plan","Voice Standard","1024","500","300","83.52",,,"91.94",,,"70.37",,,"50",,,,"2.18",,,"20",,,"19",,,"Churned","1","11"
"2001251","Standard Service Plan","Voice Standard","1024","500","300","94.48",,,"55",,,"105.32",,,"50","60",,,"1.41",,,"1929",,,"15",,,"Churned","1","10"
"2000672","Standard Service Plan","Data Standard","3072","300","300","66.46","67.65","93.12","34.94","28.62","37.65","91.9","74.1","89.65","55","55","55","55","1.28","0.04","0.72","546","827","1150","11","10","9","Churned","1","12"
"2001719","Standard Service Plan","Voice Standard","1024","500","300","100.85",,,"7.79",,,"109.67",,,"50",,,,"0.96",,,"1245",,,"15",,,"Churned","1","11"
"2000330","Premium Service Plan","Voice Premium","300","1000","300","63.77","77.14","63.82","45.05","72.93","68.69","40.27","68.29","79.38","55","55","55","55","0.57","1.37","1.16","1762","659","1804","14","14","11","Retended","0",
"2000492","Standard Service Plan","Data Standard","3072","300","300","93.14","82.65","69.42","80.44","67.53","82.56","87.18","56.86","73.72","55","55","55","55","0.15","0.05","1.94","1693","1444","977","17","17","14","Retended","0",
"2000697","Standard Service Plan","Data Standard","3072","300","300","68.29","87.57","51.41","78.62","74.11","35.73","48.29","51.93","68.37","55","55","55","55","0.83","1.27","0.06","423","135","674","11","15","13","Retended","0",
"2000249","Premium Service Plan","Voice Premium","300","1000","300","34.9","95.71","88.84","91.87","87.93","57.99","81.63","94.23","96.53","95","55","55","55","0.08","0.68","0.88","1157","1299","1357","15","14","13","Retended","0",
"2000712","Standard Service Plan","Data Standard","3072","300","300","84.01","87.96","92.72","71.78","41.79","80.26","47.74","74.31","76.24","55","55","55","55","1.04","0.66","1.18","1499","1817","617","10","5","8","Retended","0",
"2001118","Standard Service Plan","Voice Standard","1024","500","300","73.28","81.4","71.02","97.59","58.04","74.4","73.24","66.81","88.59","50","50","50","50","0.7","0.63","1.41","785","948","638","11","10","12","Retended","0",
"2000303","Premium Service Plan","Voice Premium","300","1000","300","55.53","87.56","89.76","89.42","58.05","75.33","23.55","89.33","42.39","55","55","55","55","0.13","1.17","0.99","999","2366","269","6","12","13","Retended","0",
"2000217","Premium Service Plan","Voice Premium","300","1000","300","80.89","85.05","63.2","54.33","89.89","52.47","82.77","84.48","67.37","55","55","55","55","1.1","0.07","0","1594","560","645","11","12","14","Retended","0",
"2000905","Standard Service Plan","Voice Standard","1024","500","300","70.95","61.75","110.13","55.36","79.68","94.65","87.02","72.9","63.49","50","50","50","50","0.77","0.87","0","1887","91","1131","5","14","13","Retended","0",
"2001110","Standard Service Plan","Voice Standard","1024","500","300","49","70.28","71.18","73.78","47.5","77.34","39.05","55.14","70.9","50","50","50","50","0.24","1.24","0.23","1647","750","858","13","13","15","Retended","0",
"2001342","Standard Service Plan","Voice Standard","1024","500","300","59.76","63.62","92.93","65.91","70.72","63.22","98.06","58","63.48","50","50","50","50","0.8","0.78","1.42","1452","601","1452","6","8","15","Retended","0",
"2000224","Premium Service Plan","Voice Premium","300","1000","300","76.22","91.47","73.72","61.53","35.51","99.49","65.4","70.71","96.64","55","55","55","55","1.81","1.76","1.74","2091","742","786","10","12","10","Retended","0",
"2000162","Premium Service Plan","Voice Premium","300","1000","300","37.1","76.56","74.91","91.85","60.43","55.95","75.07","86.08","36.9","55","55","55","55","0.91","0.98","0","855","1663","912","10","10","7","Retended","0",
"2000243","Premium Service Plan","Voice Premium","300","1000","300","84.86","83.25","13.04","84.46","65.67","95.35","87.33","84.31","84.86","55","55","55","55","0.46","1.37","2.96","1214","612","901","14","8","12","Retended","0",
"2000838","Standard Service Plan","Data Standard","3072","300","300","58.74","87.08","81.03","53.24","4.03","121.58","39.46","68.98","75.27","55","55","55","70","0.42","0.32","1.87","249","1031","1054","16","13","6","Retended","0",
"2001337","Standard Service Plan","Voice Standard","1024","500","300","54.86",,"85.52","73.84",,"57.79","95.14",,"68.17","50",,"50","50","0.93",,"0.29","570",,"311","7",,"13","Retended","0",
"2000801","Standard Service Plan","Data Standard","3072","300","300","56.39","72.31","89.62","87.13","29.93","80.07","95.36","71.4","71.69","55","55","55","55","1.71","1.45","0.18","1191","631","1053","17","13","10","Retended","0",
"2000109","Premium Service Plan","Data Premium","10240","150","300","58.87","76.85","95.07","47.35","72.92","68.12","75.3","31.12","70.36","70","70","70","70","0.09","1.4","1.25","1419","536","1314","8","10","9","Retended","0",
"2000507","Standard Service Plan","Data Standard","3072","300","300","89.04","84.92","72.64","70.18","58.12","76.24","81.49","79.04","89.46","55","55","55","55","1.47","1.62","1.44","1054","1490","2119","10","11","7","Retended","0",
"2000591","Standard Service Plan","Data Standard","3072","300","300","76.54","74.31","93.16","62.14","39.03","81.36","47.87","44.25","79.52","55","55","55","55","0.21","1.4","0","1087","1578","1080","11","8","11","Retended","0",
"2001207","Standard Service Plan","Voice Standard","1024","500","300","59.44","76.61","85.25","27.18","36.63","73.19","80.95","66.22","89.38","50","50","50","50","1.12","0.7","0.8","1318","764","1000","10","9","13","Retended","0",
"2001246","Standard Service Plan","Voice Standard","1024","500","300","79.73","85.6","90.76","40.83","55.41","61.47","51.53","59.59","62.57","50","50","50","50","0.01","0.52","1.35","565","1341","605","9","14","10","Retended","0",
"2000901","Standard Service Plan","Voice Standard","1024","500","300","85.8","57.41","50.32","67.31","93.92","90","30.42","44.88","72.8","50","50","50","50","1.06","0.66","1.31","1203","598","736","12","8","13","Retended","0",
"2001277","Standard Service Plan","Voice Standard","1024","500","300","89.25","93.35","91.59","71.07","34.3","51.83","75.24","39.01","97.46","50","50","50","50","0.89","0.76","1.87","1188","957","58","9","7","11","Retended","0",
"2001740","Premium Service Plan","Voice Premium","300","1000","300","75.34",,,"64.97",,,"82.06",,,"55",,,,"0.91",,,"1444",,,"15",,,"Retended","0",
"2000438","Standard Service Plan","Data Standard","3072","300","300","73.22","61.5","88.26","88.15","74.74","67.45","71.52","71.46","76.44","55","55","55","55","1.16","0.86","0","1306","1220","1011","11","14","8","Retended","0",
"2001239","Standard Service Plan","Voice Standard","1024","500","300","64.96","89.13","70.13","46.01","59.41","2.99","62.6","71.92","98.32","50","50","50","50","1.11","1.53","3.15","1886","1755","1245","14","12","13","Retended","0",
"2000717","Standard Service Plan","Data Standard","3072","300","300","64.27","85.67","81.03","70.83","59.09","145.7","65.2","69.36","91.39","55","55","55","70","1.68","1.79","1.89","1032","838","403","11","18","11","Retended","0",
"2000911","Standard Service Plan","Voice Standard","1024","500","300","80.73","80.28","87.67","64.63","22.23","76","72.37","89.71","88.94","50","50","50","50","0.93","1.33","2.32","970","1368","779","7","9","8","Retended","0",
"2000046","Premium Service Plan","Data Premium","10240","150","300","69.32","65.68","91.85","84.19","88.37","74.09","51.11","72.13","81.55","70","70","70","70","1.62","1.29","2","1291","835","2038","8","15","15","Retended","0",
"2001458","Standard Service Plan","Voice Standard","1024","500","300","70.04","65.53","36.89","39.8","67.51","49.64","41.89","84.78","37.84","50","50","50","50","0.99","1.03","0.65","99","1214","1244","11","9","9","Retended","0",
"2001129","Standard Service Plan","Voice Standard","1024","500","300","49.6","108.56","64.27","55.54","107.33","31.59","53.83","5.24","76.1","50","50","90","50","1.36","1.28","1.19","1935","1551","1014","13","13","12","Retended","0",
"2001732","Premium Service Plan","Data Premium","10240","150","300","55.92",,,"71.92",,,"44.08",,,"70",,,,"0.57",,,"1477",,,"12",,,"Retended","0",
"2000854","Standard Service Plan","Data Standard","3072","300","300","82.33","94.29","172.85","87.82","59.18","75.61","91.15","73.76","120.08","55","55","55","95","1.31","0.85","0","1139","451","501","10","10","11","Retended","0",
"2001434","Standard Service Plan","Voice Standard","1024","500","300","68.12","80.54","60.37","23.76","68.44","61.32","83.48","54.45","78.46","50","50","50","50","0.93","1.45","1.89","865","833","1921","11","12","13","Retended","0",
